chemin,class,classe_LOC,classe_CLOC,classe_DC,WMC,class_DC
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/StandardChartThemeTest.java,StandardChartThemeTest.java,236,76,0.3220338983050847,3,0.10734463276836158
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/legend/LegendGraphicTest.java,LegendGraphicTest.java,196,69,0.3520408163265306,3,0.11734693877551021
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/legend/LegendTitleTest.java,LegendTitleTest.java,135,51,0.37777777777777777,3,0.1259259259259259
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/legend/PaintScaleLegendTest.java,PaintScaleLegendTest.java,154,60,0.38961038961038963,3,0.12987012987012989
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/ChartRenderingInfoTest.java,ChartRenderingInfoTest.java,117,52,0.4444444444444444,3,0.14814814814814814
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/imagemap/DynamicDriveToolTipTagFragmentGeneratorTest.java,DynamicDriveToolTipTagFragmentGeneratorTest.java,61,45,0.7377049180327869,3,0.24590163934426232
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/imagemap/StandardURLTagFragmentGeneratorTest.java,StandardURLTagFragmentGeneratorTest.java,60,47,0.7833333333333333,3,0.2611111111111111
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/imagemap/ImageMapUtilsTest.java,ImageMapUtilsTest.java,107,48,0.4485981308411215,3,0.14953271028037382
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/imagemap/OverLIBToolTipTagFragmentGeneratorTest.java,OverLIBToolTipTagFragmentGeneratorTest.java,61,45,0.7377049180327869,3,0.24590163934426232
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/imagemap/StandardToolTipTagFragmentGeneratorTest.java,StandardToolTipTagFragmentGeneratorTest.java,59,45,0.7627118644067796,3,0.2542372881355932
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/RendererUtilsTest.java,RendererUtilsTest.java,343,108,0.31486880466472306,3,0.10495626822157435
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/RendererChangeDetector.java,RendererChangeDetector.java,83,65,0.7831325301204819,11,0.07119386637458926
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/GanttRendererTest.java,GanttRendererTest.java,120,53,0.44166666666666665,3,0.14722222222222223
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/IntervalBarRendererTest.java,IntervalBarRendererTest.java,154,66,0.42857142857142855,3,0.14285714285714285
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/StandardBarPainterTest.java,StandardBarPainterTest.java,87,51,0.5862068965517241,3,0.1954022988505747
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/LayeredBarRendererTest.java,LayeredBarRendererTest.java,139,62,0.4460431654676259,3,0.1486810551558753
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/WaterfallBarRendererTest.java,WaterfallBarRendererTest.java,172,102,0.5930232558139535,8,0.07412790697674419
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/ScatterRendererTest.java,ScatterRendererTest.java,183,68,0.37158469945355194,7,0.05308352849336456
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/GroupedStackedBarRendererTest.java,GroupedStackedBarRendererTest.java,158,63,0.3987341772151899,3,0.1329113924050633
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/StatisticalLineAndShapeRendererTest.java,StatisticalLineAndShapeRendererTest.java,176,69,0.39204545454545453,3,0.13068181818181818
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/StatisticalBarRendererTest.java,StatisticalBarRendererTest.java,258,94,0.3643410852713178,3,0.1214470284237726
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/StackedBarRendererTest.java,StackedBarRendererTest.java,125,57,0.456,3,0.152
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/BoxAndWhiskerRendererTest.java,BoxAndWhiskerRendererTest.java,494,118,0.2388663967611336,6,0.0398110661268556
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/MinMaxCategoryRendererTest.java,MinMaxCategoryRendererTest.java,142,61,0.4295774647887324,3,0.14319248826291078
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/AreaRendererTest.java,AreaRendererTest.java,138,59,0.427536231884058,3,0.14251207729468598
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/GradientBarPainterTest.java,GradientBarPainterTest.java,97,51,0.5257731958762887,3,0.1752577319587629
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/CategoryStepRendererTest.java,CategoryStepRendererTest.java,119,58,0.48739495798319327,3,0.16246498599439776
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/StackedAreaRendererTest.java,StackedAreaRendererTest.java,124,57,0.4596774193548387,3,0.1532258064516129
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/DefaultCategoryItemRendererTest.java,DefaultCategoryItemRendererTest.java,97,53,0.5463917525773195,3,0.18213058419243985
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/LevelRendererTest.java,LevelRendererTest.java,181,75,0.4143646408839779,3,0.13812154696132597
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/LineAndShapeRendererTest.java,LineAndShapeRendererTest.java,250,73,0.292,15,0.019466666666666667
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/BarRendererTest.java,BarRendererTest.java,264,83,0.3143939393939394,7,0.04491341991341991
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/category/AbstractCategoryItemRendererTest.java,AbstractCategoryItemRendererTest.java,295,86,0.29152542372881357,3,0.09717514124293786
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/package.html,package.html,6,1,0.16666666666666666,0,0.0
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/AbstractRendererTest.java,AbstractRendererTest.java,698,141,0.2020057306590258,52,0.00388472558959665
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/DefaultPolarItemRendererTest.java,DefaultPolarItemRendererTest.java,94,50,0.5319148936170213,3,0.1773049645390071
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/LookupPaintScaleTest.java,LookupPaintScaleTest.java,166,58,0.3493975903614458,3,0.11646586345381527
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/AreaRendererEndTypeTest.java,AreaRendererEndTypeTest.java,65,44,0.676923076923077,3,0.22564102564102564
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/OutlierTest.java,OutlierTest.java,98,54,0.5510204081632653,3,0.18367346938775508
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/ClusteredXYBarRendererTest.java,ClusteredXYBarRendererTest.java,153,63,0.4117647058823529,4,0.10294117647058823
